,Airline,Source,Destination,Total_Stops,Price,Duration_In_Min,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Journey_month,Journey_day
2018,Jet Airways,Delhi,Cochin,1,10262,1005.0,2,15,19,0,June,Thursday
2019,Jet Airways,Kolkata,Banglore,1,12384,750.0,9,35,22,5,May,Saturday
2020,Jet Airways,Kolkata,Banglore,1,9314,575.0,9,35,19,10,April,Monday
2021,Jet Airways,Kolkata,Banglore,1,9314,1500.0,17,0,18,0,May,Monday
2022,Air India,Delhi,Cochin,1,10454,615.0,9,0,19,15,June,Saturday
2023,Air India,Delhi,Cochin,1,8372,520.0,23,0,7,40,May,Saturday
2024,Jet Airways,Delhi,Cochin,1,11848,520.0,19,45,4,25,March,Saturday
2025,IndiGo,Delhi,Cochin,1,6416,750.0,8,30,21,0,June,Saturday
2026,IndiGo,Mumbai,Hyderabad,0,3342,90.0,9,10,10,40,April,Monday
2027,Jet Airways,Kolkata,Banglore,2,10118,1495.0,6,30,7,25,June,Thursday
2028,Air India,Kolkata,Banglore,2,14960,1185.0,16,45,12,30,June,Wednesday
2029,IndiGo,Delhi,Cochin,1,6818,665.0,5,5,16,10,June,Saturday
2030,Air India,Kolkata,Banglore,0,5510,150.0,14,15,16,45,June,Wednesday
2031,Jet Airways,Kolkata,Banglore,1,14388,1610.0,6,30,9,20,May,Tuesday
2032,Multiple carriers,Delhi,Cochin,1,7038,455.0,14,55,22,30,June,Monday
2033,Multiple carriers,Delhi,Cochin,1,8266,630.0,8,45,19,15,May,Thursday
2034,Jet Airways,Delhi,Cochin,2,14300,1480.0,18,20,19,0,June,Thursday
2035,Air India,Kolkata,Banglore,1,8366,1350.0,9,25,7,55,May,Thursday
2036,Jet Airways,Banglore,New Delhi,1,17261,695.0,22,50,10,25,March,Wednesday
2037,Vistara,Kolkata,Banglore,1,8452,1555.0,7,10,9,5,June,Thursday
2038,IndiGo,Kolkata,Banglore,1,8567,320.0,15,10,20,30,April,Monday
2039,Multiple carriers,Delhi,Cochin,1,9646,925.0,7,5,22,30,June,Saturday
2040,Air India,Delhi,Cochin,2,8341,1275.0,22,0,19,15,April,Tuesday
2041,Jet Airways,Delhi,Cochin,1,12373,1530.0,17,30,19,0,May,Thursday
2042,SpiceJet,Chennai,Kolkata,0,3543,140.0,17,45,20,5,June,Friday
2043,Jet Airways,Kolkata,Banglore,1,13994,395.0,17,0,23,35,June,Sunday
2044,IndiGo,Banglore,New Delhi,0,4777,170.0,4,0,6,50,March,Sunday
2045,Multiple carriers,Delhi,Cochin,1,7038,455.0,14,55,22,30,June,Saturday
2046,IndiGo,Mumbai,Hyderabad,0,3175,90.0,16,55,18,25,April,Wednesday
2047,Multiple carriers,Delhi,Cochin,1,7408,660.0,10,0,21,0,June,Sunday
2048,IndiGo,Banglore,Delhi,0,3943,180.0,21,15,0,15,June,Saturday
2049,Jet Airways,Delhi,Cochin,1,15974,1225.0,8,0,4,25,March,Wednesday
2050,SpiceJet,Kolkata,Banglore,0,3873,155.0,6,55,9,30,May,Monday
2051,IndiGo,Banglore,Delhi,0,4423,170.0,10,10,13,0,April,Monday
2052,Jet Airways,Delhi,Cochin,2,15129,1125.0,9,40,4,25,May,Monday
2053,IndiGo,Delhi,Cochin,1,8285,755.0,8,25,21,0,March,Thursday
2054,Air India,Mumbai,Hyderabad,0,3100,80.0,6,20,7,40,June,Thursday
2055,Air India,Banglore,New Delhi,2,25430,1475.0,8,50,9,25,March,Friday
2056,SpiceJet,Mumbai,Hyderabad,0,2385,80.0,13,10,14,30,March,Monday
2057,Jet Airways,Kolkata,Banglore,1,11316,435.0,10,20,17,35,June,Thursday
2058,Jet Airways,Delhi,Cochin,1,10262,1005.0,2,15,19,0,June,Saturday
2059,Air India,Kolkata,Banglore,2,7662,445.0,5,50,13,15,May,Friday
2060,Jet Airways,Kolkata,Banglore,1,14231,1605.0,16,55,19,40,March,Sunday
2061,IndiGo,Delhi,Cochin,1,6838,705.0,9,15,21,0,June,Sunday
2062,Jet Airways,Delhi,Cochin,2,13376,1300.0,6,45,4,25,June,Saturday
2063,Jet Airways,Delhi,Cochin,1,10262,1680.0,15,0,19,0,June,Monday
2064,IndiGo,Delhi,Cochin,1,8574,480.0,7,30,15,30,March,Wednesday
2065,Jet Airways,Banglore,New Delhi,1,7832,615.0,21,25,7,40,March,Saturday
2066,Multiple carriers,Delhi,Cochin,1,12192,910.0,3,50,19,0,June,Monday
2067,Jet Airways,Mumbai,Hyderabad,0,4050,90.0,10,20,11,50,June,Saturday
2068,GoAir,Banglore,Delhi,0,6722,175.0,7,45,10,40,April,Friday
2069,Jet Airways,Kolkata,Banglore,1,10844,1220.0,20,0,16,20,June,Sunday
2070,Multiple carriers,Delhi,Cochin,1,7408,840.0,7,0,21,0,June,Saturday
2071,Jet Airways,Delhi,Cochin,1,14189,455.0,20,50,4,25,March,Thursday
2072,SpiceJet,Kolkata,Banglore,0,3841,150.0,17,10,19,40,May,Friday
2073,Jet Airways,Kolkata,Banglore,1,8586,875.0,14,5,4,40,May,Thursday
2074,Multiple carriers,Delhi,Cochin,1,7155,520.0,10,35,19,15,June,Thursday
2075,Jet Airways,Kolkata,Banglore,1,9899,590.0,8,25,18,15,June,Wednesday
2076,Jet Airways,Kolkata,Banglore,1,14571,685.0,8,25,19,50,June,Thursday
2077,IndiGo,Banglore,Delhi,0,4823,175.0,18,55,21,50,May,Saturday
2078,Jet Airways,Banglore,Delhi,0,4544,180.0,8,20,11,20,May,Thursday
2079,Air India,Banglore,New Delhi,1,14752,1200.0,0,30,20,30,March,Friday
2080,Air India,Kolkata,Banglore,2,11542,1700.0,9,25,13,45,May,Thursday
2081,Jet Airways,Delhi,Cochin,0,7202,195.0,9,50,13,5,May,Tuesday
2082,Multiple carriers,Delhi,Cochin,1,11098,505.0,10,35,19,0,June,Sunday
2083,Air India,Mumbai,Hyderabad,0,2575,75.0,19,30,20,45,March,Wednesday
2084,Multiple carriers,Delhi,Cochin,1,6673,755.0,13,0,1,35,March,Wednesday
2085,IndiGo,Banglore,New Delhi,0,14306,170.0,18,55,21,45,March,Friday
2086,Jet Airways,Delhi,Cochin,1,15554,395.0,21,50,4,25,May,Saturday
2087,Jet Airways,Kolkata,Banglore,1,9314,1730.0,9,35,14,25,May,Wednesday
2088,Jet Airways,Mumbai,Hyderabad,0,4995,90.0,6,30,8,0,March,Saturday
2089,Jet Airways,Banglore,New Delhi,1,7832,1200.0,11,40,7,40,March,Thursday
2090,Jet Airways,Kolkata,Banglore,1,8586,1430.0,8,25,8,15,May,Tuesday
2091,Air India,Delhi,Cochin,0,6094,170.0,5,10,8,0,April,Saturday
2092,Jet Airways,Delhi,Cochin,2,13292,810.0,5,30,19,0,June,Monday
2093,Jet Airways,Delhi,Cochin,2,10368,1375.0,5,30,4,25,June,Sunday
2094,Multiple carriers,Delhi,Cochin,1,9718,660.0,10,0,21,0,May,Monday
2095,Jet Airways,Banglore,New Delhi,1,7412,1365.0,8,55,7,40,March,Thursday
2096,Air India,Delhi,Cochin,2,10441,1275.0,22,0,19,15,June,Thursday
2097,IndiGo,Delhi,Cochin,1,14871,890.0,10,45,1,35,March,Sunday
2098,Jet Airways,Delhi,Cochin,1,15554,660.0,8,0,19,0,May,Saturday
2099,Jet Airways,Banglore,New Delhi,1,36235,305.0,14,5,19,10,March,Friday
2100,IndiGo,Mumbai,Hyderabad,0,3175,90.0,16,55,18,25,March,Sunday
2101,SpiceJet,Chennai,Kolkata,0,3597,140.0,17,45,20,5,May,Friday
2102,SpiceJet,Mumbai,Hyderabad,0,1965,90.0,13,15,14,45,June,Thursday
2103,Multiple carriers,Delhi,Cochin,1,12717,540.0,10,0,19,0,June,Monday
2104,IndiGo,Delhi,Cochin,0,6015,195.0,14,25,17,40,June,Monday
2105,Air Asia,Banglore,New Delhi,0,5615,165.0,23,25,2,10,March,Saturday
2106,Multiple carriers,Delhi,Cochin,1,7845,395.0,19,0,1,35,March,Wednesday
2107,Jet Airways,Kolkata,Banglore,1,10844,1525.0,21,10,22,35,June,Sunday
2108,Jet Airways,Banglore,New Delhi,1,27210,460.0,21,25,5,5,March,Friday
2109,IndiGo,Kolkata,Banglore,0,4174,150.0,14,25,16,55,April,Saturday
2110,Multiple carriers,Delhi,Cochin,1,6883,780.0,8,0,21,0,March,Thursday
2111,Multiple carriers,Delhi,Cochin,1,6883,720.0,9,0,21,0,March,Thursday
2112,Jet Airways,Kolkata,Banglore,1,8355,435.0,10,20,17,35,May,Tuesday
2113,SpiceJet,Banglore,New Delhi,0,5469,170.0,20,30,23,20,March,Sunday
2114,Jet Airways,Banglore,Delhi,0,6478,165.0,6,0,8,45,June,Thursday
2115,Vistara,Banglore,New Delhi,0,11913,160.0,19,40,22,20,March,Sunday
2116,IndiGo,Delhi,Cochin,1,7006,415.0,18,35,1,30,May,Tuesday
2117,Jet Airways,Kolkata,Banglore,1,12681,365.0,16,30,22,35,April,Monday
2118,Jet Airways,Delhi,Cochin,2,15129,1195.0,23,5,19,0,May,Tuesday
2119,Multiple carriers,Delhi,Cochin,1,13587,420.0,14,0,21,0,June,Saturday
2120,Jet Airways,Delhi,Cochin,1,14714,1425.0,19,15,19,0,June,Saturday
2121,IndiGo,Banglore,New Delhi,1,6220,290.0,7,30,12,20,March,Sunday
2122,Jet Airways,Delhi,Cochin,1,10262,330.0,7,5,12,35,June,Thursday
2123,Air India,Kolkata,Banglore,1,8576,545.0,9,25,18,30,May,Sunday
2124,Jet Airways,Kolkata,Banglore,1,10031,1495.0,19,45,20,40,March,Sunday
2125,Jet Airways,Delhi,Cochin,2,12819,1430.0,19,10,19,0,June,Monday
2126,GoAir,Delhi,Cochin,1,5052,370.0,7,25,13,35,April,Monday
2127,Jet Airways,Banglore,New Delhi,1,22270,1455.0,8,0,8,15,March,Friday
2128,Vistara,Banglore,Delhi,0,5613,160.0,7,0,9,40,April,Saturday
2129,SpiceJet,Kolkata,Banglore,0,3873,145.0,9,0,11,25,April,Monday
2130,IndiGo,Delhi,Cochin,0,6015,195.0,5,35,8,50,May,Wednesday
2131,Jet Airways,Kolkata,Banglore,1,10844,330.0,6,30,12,0,June,Sunday
2132,SpiceJet,Mumbai,Hyderabad,0,2227,90.0,13,15,14,45,May,Sunday
2133,Jet Airways,Banglore,Delhi,0,7229,180.0,19,50,22,50,April,Monday
2134,Jet Airways,Delhi,Cochin,2,10368,810.0,5,30,19,0,June,Thursday
2135,Jet Airways,Delhi,Cochin,1,12898,655.0,17,30,4,25,May,Tuesday
2136,Multiple carriers,Delhi,Cochin,1,12192,720.0,7,0,19,0,June,Wednesday
2137,Jet Airways,Kolkata,Banglore,1,12121,840.0,9,35,23,35,May,Thursday
2138,Air India,Delhi,Cochin,2,16163,1490.0,6,50,7,40,May,Monday
2139,Jet Airways,Banglore,New Delhi,1,12284,760.0,5,45,18,25,March,Monday
2140,IndiGo,Banglore,Delhi,0,5780,165.0,19,30,22,15,June,Friday
2141,Jet Airways,Mumbai,Hyderabad,0,4995,90.0,10,20,11,50,May,Thursday
2142,IndiGo,Delhi,Cochin,1,6496,295.0,5,10,10,5,June,Sunday
2143,Air India,Delhi,Cochin,2,12488,1855.0,12,20,19,15,June,Wednesday
2144,IndiGo,Banglore,Delhi,0,4823,175.0,7,10,10,5,May,Wednesday
2145,SpiceJet,Mumbai,Hyderabad,0,2647,90.0,5,45,7,15,June,Tuesday
2146,IndiGo,Banglore,New Delhi,0,12649,170.0,13,0,15,50,March,Sunday
2147,Multiple carriers,Delhi,Cochin,1,8266,455.0,11,40,19,15,June,Wednesday
2148,Vistara,Delhi,Cochin,0,6216,190.0,6,0,9,10,May,Wednesday
2149,IndiGo,Banglore,Delhi,0,4423,165.0,1,30,4,15,April,Monday
2150,Jet Airways,Banglore,New Delhi,1,17996,1455.0,8,0,8,15,March,Wednesday
2151,SpiceJet,Delhi,Cochin,1,5726,270.0,8,45,13,15,April,Monday
2152,Multiple carriers,Delhi,Cochin,1,15147,570.0,6,0,15,30,March,Wednesday
2153,Jet Airways,Delhi,Cochin,1,15554,1325.0,20,55,19,0,May,Saturday
2154,Jet Airways,Delhi,Cochin,2,12819,1760.0,23,5,4,25,June,Monday
2155,Multiple carriers,Delhi,Cochin,1,7198,450.0,18,0,1,30,June,Thursday
2156,IndiGo,Delhi,Cochin,1,5073,300.0,16,0,21,0,April,Wednesday
2157,IndiGo,Banglore,Delhi,0,3943,180.0,21,15,0,15,June,Thursday
2158,Jet Airways,Mumbai,Hyderabad,0,3205,85.0,7,10,8,35,March,Wednesday
2159,SpiceJet,Banglore,Delhi,0,3257,160.0,5,55,8,35,May,Sunday
2160,IndiGo,Kolkata,Banglore,0,4804,155.0,22,15,0,50,June,Monday
2161,IndiGo,Banglore,New Delhi,1,10231,285.0,16,50,21,35,March,Saturday
2162,Jet Airways,Delhi,Cochin,1,12898,450.0,20,55,4,25,May,Tuesday
2163,IndiGo,Mumbai,Hyderabad,0,2227,85.0,21,20,22,45,March,Thursday
2164,Air India,Kolkata,Banglore,2,9258,1390.0,12,0,11,10,April,Monday
2165,Jet Airways,Kolkata,Banglore,1,9663,1010.0,16,30,9,20,May,Friday
2166,Jet Airways,Mumbai,Hyderabad,0,8040,85.0,7,5,8,30,May,Tuesday
2167,GoAir,Banglore,Delhi,0,3419,165.0,20,55,23,40,June,Thursday
2168,Jet Airways,Banglore,Delhi,0,8016,180.0,7,10,10,10,June,Saturday
2169,Jet Airways,Banglore,Delhi,0,7229,180.0,17,45,20,45,April,Saturday
2170,GoAir,Delhi,Cochin,1,4959,540.0,10,35,19,35,June,Thursday
2171,Air India,Kolkata,Banglore,2,10151,1390.0,12,0,11,10,June,Sunday
2172,Air India,Delhi,Cochin,3,10703,2280.0,5,15,19,15,May,Saturday
2173,Jet Airways,Kolkata,Banglore,1,10844,590.0,8,25,18,15,June,Sunday
2174,IndiGo,Delhi,Cochin,1,7205,370.0,16,10,22,20,March,Wednesday
2175,Jet Airways,Banglore,New Delhi,1,12284,570.0,8,55,18,25,March,Monday
2176,Jet Airways,Kolkata,Banglore,1,13994,750.0,9,35,22,5,June,Sunday
2177,IndiGo,Delhi,Cochin,0,6015,195.0,14,25,17,40,April,Monday
2178,IndiGo,Kolkata,Banglore,1,4226,255.0,6,15,10,30,April,Wednesday
2179,Jet Airways,Delhi,Cochin,2,9483,1420.0,19,10,18,50,March,Thursday
2180,Jet Airways,Banglore,Delhi,0,5198,180.0,7,10,10,10,May,Wednesday
2181,Jet Airways,Delhi,Cochin,2,10368,810.0,5,30,19,0,June,Thursday
2182,Vistara,Chennai,Kolkata,0,11982,140.0,17,45,20,5,June,Monday
2183,Air India,Banglore,New Delhi,1,8032,1510.0,11,50,13,0,March,Friday
2184,Air India,Kolkata,Banglore,0,5510,150.0,14,15,16,45,May,Wednesday
2185,IndiGo,Delhi,Cochin,1,8177,305.0,23,30,4,35,May,Thursday
2186,Air Asia,Delhi,Cochin,1,11410,340.0,16,45,22,25,June,Saturday
2187,GoAir,Delhi,Cochin,1,9385,350.0,7,0,12,50,March,Thursday
2188,Jet Airways,Delhi,Cochin,1,10262,540.0,10,0,19,0,June,Thursday
2189,SpiceJet,Kolkata,Banglore,0,3873,145.0,9,0,11,25,June,Tuesday
2190,Multiple carriers,Delhi,Cochin,1,11999,430.0,11,40,18,50,March,Thursday
2191,Jet Airways,Delhi,Cochin,2,14300,1095.0,18,20,12,35,June,Thursday
2192,SpiceJet,Mumbai,Hyderabad,0,2175,90.0,13,15,14,45,May,Sunday
2193,Air India,Delhi,Cochin,2,14431,1490.0,6,50,7,40,May,Thursday
2194,Jet Airways,Banglore,Delhi,0,7229,165.0,6,0,8,45,May,Tuesday
2195,IndiGo,Kolkata,Banglore,1,3809,265.0,19,20,23,45,May,Friday
2196,Multiple carriers,Delhi,Cochin,1,7354,705.0,7,30,19,15,June,Monday
2197,Multiple carriers,Delhi,Cochin,1,12537,450.0,8,0,15,30,March,Wednesday
2198,Air India,Delhi,Cochin,1,9719,375.0,13,0,19,15,May,Monday
2199,Jet Airways,Mumbai,Hyderabad,0,8040,90.0,10,20,11,50,May,Friday
2200,Jet Airways,Mumbai,Hyderabad,0,4995,85.0,7,5,8,30,May,Friday
2201,IndiGo,Banglore,Delhi,0,4591,170.0,23,30,2,20,April,Saturday
2202,Air India,Kolkata,Banglore,1,7662,1700.0,16,45,21,5,June,Thursday
2203,IndiGo,Chennai,Kolkata,0,3850,140.0,7,55,10,15,June,Monday
2204,IndiGo,Delhi,Cochin,1,6442,835.0,8,35,22,30,June,Monday
2205,IndiGo,Delhi,Cochin,1,11378,305.0,23,30,4,35,June,Monday
2206,Multiple carriers,Delhi,Cochin,1,13377,630.0,15,0,1,30,June,Thursday
2207,Jet Airways,Kolkata,Banglore,1,10844,740.0,8,25,20,45,May,Tuesday
2208,Jet Airways,Mumbai,Hyderabad,0,4995,85.0,7,5,8,30,May,Thursday
2209,Air India,Delhi,Cochin,2,6057,970.0,17,15,9,25,March,Wednesday
2210,Air India,Banglore,Delhi,0,5176,165.0,10,0,12,45,April,Saturday
2211,Jet Airways,Delhi,Cochin,2,13014,1125.0,9,40,4,25,June,Sunday
2212,IndiGo,Banglore,New Delhi,1,7917,260.0,16,15,20,35,March,Friday
2213,SpiceJet,Delhi,Cochin,1,5583,315.0,6,5,11,20,June,Sunday
2214,Jet Airways,Banglore,Delhi,0,7229,165.0,6,0,8,45,April,Tuesday
2215,IndiGo,Delhi,Cochin,1,7191,570.0,16,0,1,30,May,Saturday
2216,Jet Airways,Mumbai,Hyderabad,0,3210,90.0,19,35,21,5,June,Wednesday
2217,IndiGo,Delhi,Cochin,1,14871,635.0,15,0,1,35,March,Wednesday
2218,Multiple carriers,Delhi,Cochin,1,8099,645.0,8,30,19,15,May,Wednesday
2219,Air India,Kolkata,Banglore,1,8366,545.0,9,25,18,30,May,Tuesday
2220,IndiGo,Chennai,Kolkata,0,6297,140.0,22,5,0,25,March,Saturday
2221,Multiple carriers,Delhi,Cochin,1,18286,480.0,13,0,21,0,March,Sunday
2222,Jet Airways,Delhi,Cochin,1,17024,1240.0,23,5,19,45,March,Wednesday
2223,Jet Airways,Banglore,Delhi,0,6144,180.0,7,10,10,10,April,Wednesday
2224,Multiple carriers,Delhi,Cochin,1,13941,825.0,6,0,19,45,March,Saturday
2225,Jet Airways,Banglore,Delhi,0,3702,185.0,18,55,22,0,May,Thursday
2226,SpiceJet,Delhi,Cochin,1,5583,315.0,6,5,11,20,May,Wednesday
2227,Air India,Mumbai,Hyderabad,1,10208,810.0,19,40,9,10,March,Tuesday
2228,Jet Airways,Kolkata,Banglore,1,12384,505.0,9,35,18,0,May,Monday
2229,Air India,Kolkata,Banglore,2,17049,1165.0,10,0,5,25,May,Monday
2230,IndiGo,Delhi,Cochin,1,7006,810.0,7,30,21,0,May,Friday
2231,Air India,Kolkata,Banglore,2,12723,875.0,5,50,20,25,June,Wednesday
2232,Jet Airways,Delhi,Cochin,1,10577,1225.0,8,0,4,25,June,Wednesday
2233,Jet Airways,Banglore,New Delhi,1,16736,730.0,7,0,19,10,March,Wednesday
2234,Jet Airways,Delhi,Cochin,1,10262,925.0,13,0,4,25,June,Monday
2235,Multiple carriers,Delhi,Cochin,1,7155,470.0,11,25,19,15,June,Monday
2236,Multiple carriers,Delhi,Cochin,1,15147,915.0,10,20,1,35,March,Sunday
2237,IndiGo,Banglore,Delhi,0,4823,175.0,7,10,10,5,June,Wednesday
2238,Air India,Banglore,New Delhi,1,8714,410.0,9,30,16,20,March,Friday
2239,Jet Airways,Kolkata,Banglore,1,10953,1450.0,9,35,9,45,May,Monday
2240,Air India,Kolkata,Banglore,1,10203,1435.0,20,30,20,25,June,Wednesday
2241,Jet Airways,Delhi,Cochin,1,12373,1415.0,13,0,12,35,May,Saturday
2242,Jet Airways,Kolkata,Banglore,1,14151,840.0,9,35,23,35,May,Sunday
2243,Jet Airways,Kolkata,Banglore,1,12121,1730.0,9,35,14,25,May,Friday
2244,Vistara,Delhi,Cochin,0,5586,190.0,6,0,9,10,April,Tuesday
2245,Jet Airways,Kolkata,Banglore,1,10844,1655.0,8,25,12,0,May,Saturday
2246,Jet Airways,Kolkata,Banglore,1,8586,450.0,21,10,4,40,May,Tuesday
2247,SpiceJet,Delhi,Cochin,1,5409,295.0,17,55,22,50,June,Thursday
2248,Multiple carriers,Delhi,Cochin,2,7178,695.0,9,45,21,20,March,Thursday
2249,Multiple carriers,Delhi,Cochin,1,5797,910.0,10,20,1,30,June,Monday
2250,Jet Airways,Kolkata,Banglore,1,13759,1435.0,19,45,19,40,March,Sunday
2251,Air India,Kolkata,Banglore,2,13873,1100.0,7,0,1,20,May,Friday
2252,Jet Airways,Delhi,Cochin,1,16079,1325.0,20,55,19,0,May,Tuesday
2253,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,June,Thursday
2254,Jet Airways,Kolkata,Banglore,1,10844,1335.0,20,0,18,15,May,Saturday
2255,SpiceJet,Banglore,Delhi,0,3573,175.0,21,10,0,5,April,Wednesday
2256,Jet Airways,Kolkata,Banglore,1,8066,1450.0,9,35,9,45,May,Monday
2257,Jet Airways,Delhi,Cochin,1,14053,1320.0,20,50,18,50,March,Saturday
2258,Jet Airways,Banglore,New Delhi,1,12284,435.0,8,0,15,15,March,Monday
2259,SpiceJet,Delhi,Cochin,1,5351,315.0,6,5,11,20,April,Tuesday
2260,Jet Airways,Kolkata,Banglore,1,7064,1430.0,16,30,16,20,April,Monday
2261,IndiGo,Delhi,Cochin,1,10394,320.0,2,5,7,25,March,Sunday
2262,Jet Airways,Kolkata,Banglore,1,9663,865.0,18,55,9,20,May,Wednesday
2263,Multiple carriers,Delhi,Cochin,1,13727,480.0,17,30,1,30,May,Saturday
2264,Jet Airways,Delhi,Cochin,1,10262,1040.0,19,15,12,35,June,Wednesday
2265,IndiGo,Banglore,Delhi,0,4823,175.0,7,10,10,5,April,Tuesday
2266,Air Asia,Banglore,New Delhi,0,7074,170.0,5,50,8,40,March,Sunday
2267,Multiple carriers,Delhi,Cochin,1,17267,835.0,7,5,21,0,March,Wednesday
2268,Multiple carriers,Delhi,Cochin,1,14067,630.0,15,0,1,30,May,Tuesday
2269,IndiGo,Banglore,Delhi,0,4823,170.0,8,30,11,20,May,Wednesday
2270,IndiGo,Banglore,Delhi,0,4823,170.0,20,0,22,50,April,Saturday
2271,Air Asia,Banglore,Delhi,0,4483,170.0,23,55,2,45,May,Sunday
2272,Air India,Kolkata,Banglore,2,14960,805.0,9,50,23,15,June,Thursday
2273,Air India,Banglore,Delhi,0,7171,165.0,17,0,19,45,June,Saturday
2274,Air India,Kolkata,Banglore,1,12173,745.0,20,30,8,55,March,Sunday
2275,Air India,Banglore,New Delhi,1,11392,495.0,0,30,8,45,March,Sunday
2276,Air India,Kolkata,Banglore,2,16057,1665.0,10,0,13,45,May,Wednesday
2277,Jet Airways,Kolkata,Banglore,1,14151,1075.0,17,0,10,55,June,Sunday
2278,Jet Airways,Banglore,Delhi,0,4030,175.0,11,10,14,5,May,Tuesday
2279,IndiGo,Kolkata,Banglore,1,4226,220.0,19,35,23,15,May,Monday
2280,Air India,Delhi,Cochin,1,11050,915.0,4,0,19,15,March,Saturday
2281,Air India,Banglore,Delhi,0,6961,165.0,10,0,12,45,May,Tuesday
2282,Jet Airways,Kolkata,Banglore,1,14231,725.0,21,10,9,15,March,Sunday
2283,Jet Airways,Delhi,Cochin,2,10919,1320.0,14,35,12,35,June,Thursday
2284,Air India,Delhi,Cochin,2,10913,735.0,7,0,19,15,March,Wednesday
2285,IndiGo,Chennai,Kolkata,0,5277,140.0,22,5,0,25,June,Thursday
2286,Multiple carriers,Delhi,Cochin,1,7485,640.0,10,20,21,0,May,Tuesday
2287,Jet Airways,Kolkata,Banglore,1,14231,1405.0,16,55,16,20,March,Sunday
2288,GoAir,Delhi,Cochin,1,4201,370.0,7,25,13,35,April,Saturday
2289,Air India,Delhi,Cochin,0,7931,180.0,14,10,17,10,March,Wednesday
2290,Multiple carriers,Delhi,Cochin,1,6513,455.0,14,55,22,30,May,Wednesday
2291,Jet Airways,Delhi,Cochin,1,14714,1680.0,15,0,19,0,June,Thursday
2292,IndiGo,Kolkata,Banglore,1,6218,325.0,18,5,23,30,May,Thursday
2293,Air India,Delhi,Cochin,2,8603,435.0,12,0,19,15,June,Thursday
2294,IndiGo,Delhi,Cochin,1,7318,750.0,8,30,21,0,May,Tuesday
2295,Multiple carriers,Delhi,Cochin,1,13504,540.0,10,0,19,0,June,Saturday
2296,Multiple carriers,Delhi,Cochin,1,9646,925.0,7,5,22,30,May,Wednesday
2297,IndiGo,Kolkata,Banglore,0,5224,155.0,11,30,14,5,May,Monday
2298,Jet Airways,Kolkata,Banglore,1,12692,505.0,9,35,18,0,June,Wednesday
2299,Jet Airways,Kolkata,Banglore,1,9689,435.0,10,20,17,35,June,Thursday
2300,Air India,Kolkata,Banglore,2,13033,920.0,10,0,1,20,May,Thursday
2301,Jet Airways,Kolkata,Banglore,1,13626,590.0,6,30,16,20,June,Wednesday
2302,IndiGo,Mumbai,Hyderabad,0,2754,90.0,19,5,20,35,May,Saturday
2303,Jet Airways,Kolkata,Banglore,1,12121,1005.0,17,0,9,45,May,Thursday
2304,IndiGo,Banglore,Delhi,0,3419,165.0,1,30,4,15,April,Wednesday
2305,Air India,Kolkata,Banglore,2,13033,920.0,10,0,1,20,May,Tuesday
2306,IndiGo,Kolkata,Banglore,0,4174,155.0,4,40,7,15,April,Saturday
2307,Air Asia,Delhi,Cochin,1,6152,870.0,7,55,22,25,June,Thursday
2308,Air India,Delhi,Cochin,0,5201,170.0,5,10,8,0,June,Thursday
2309,Jet Airways,Banglore,New Delhi,1,9134,550.0,7,0,16,10,March,Friday
2310,Air India,Kolkata,Banglore,2,13243,1100.0,7,0,1,20,May,Saturday
2311,Jet Airways,Delhi,Cochin,2,15129,1375.0,5,30,4,25,May,Monday
2312,Jet Airways,Mumbai,Hyderabad,0,2759,90.0,19,35,21,5,May,Thursday
2313,IndiGo,Banglore,Delhi,0,4423,165.0,6,5,8,50,May,Wednesday
2314,Vistara,Kolkata,Banglore,1,9187,930.0,7,10,22,40,May,Saturday
2315,Multiple carriers,Delhi,Cochin,1,7740,920.0,7,10,22,30,May,Saturday
2316,Jet Airways,Banglore,Delhi,0,6144,180.0,19,50,22,50,May,Friday
2317,Multiple carriers,Delhi,Cochin,1,10877,460.0,4,55,12,35,June,Sunday
2318,IndiGo,Delhi,Cochin,1,6442,635.0,11,55,22,30,June,Saturday
2319,IndiGo,Delhi,Cochin,1,7048,645.0,4,45,15,30,March,Wednesday
2320,Multiple carriers,Delhi,Cochin,1,5797,615.0,15,15,1,30,June,Thursday
2321,Air India,Banglore,New Delhi,2,10573,1030.0,6,45,23,55,March,Sunday
2322,IndiGo,Delhi,Cochin,1,7503,750.0,8,30,21,0,May,Wednesday
2323,IndiGo,Delhi,Cochin,1,6104,480.0,17,30,1,30,June,Wednesday
2324,Jet Airways,Kolkata,Banglore,1,9663,665.0,21,10,8,15,May,Thursday
2325,Jet Airways,Banglore,Delhi,0,5769,175.0,11,10,14,5,June,Monday
2326,Air India,Mumbai,Hyderabad,0,3100,90.0,13,55,15,25,June,Saturday
2327,Jet Airways,Delhi,Cochin,1,12373,655.0,17,30,4,25,May,Saturday
2328,SpiceJet,Kolkata,Banglore,0,3815,150.0,9,0,11,30,March,Friday
2329,Jet Airways,Delhi,Cochin,2,14300,1460.0,12,15,12,35,June,Saturday
2330,IndiGo,Banglore,Delhi,0,4823,175.0,7,10,10,5,June,Saturday
2331,IndiGo,Mumbai,Hyderabad,0,2754,90.0,19,5,20,35,June,Tuesday
